id	Text
1127	A little after I began noticing this, I started stuttering, and my stutter got worse as I kept taking the medicine, as did all my other side effects.
1128	Sometimes when talking, I would stutter, and forget what I was saying.
1130	"Never have I had such side effects, nor have I ever felt as ""drugged"" as I did on Cymbalta: nervous and speeding."
1131	The side effects were almost immediate.
1132	Rarely do I ever think of suicide, but after two days the thought was almost constant.
1133	I woke up after three hours sleep each of the four nights, and could not get back to sleep.
1134	"I was ""speeding"" the whole time, but felt no relief or, for that matter, a single positive effect."
1135	Dizziness, nausea, headache, buzzing noise in head.
1136	I HAVE NEVER felt so awful as I do today.
1137	Started cying and laughing hysterically.
1138	Head is so mucked up I can barely move or think.
1139	Extreme fatigue, drowsiness and a 5lb weight gain within the first 2 months.
1140	15 months later I'd gained 30 lbs, had horrible withdrawal effects each time I tried to come off of it including nausea, dizziness, fatigue, etc I finally had a dr help me wean off 7 months ago and since that time the depression has become worst than ever w/ suicidal thoughts at times, major irritability, lack of concentration, and a major loss of love and vigor for a life has dwindled.
1141	Loss of appetite, metal taste in mouth, weightloss, headache, disoriented.
1142	I couldn't believe the side effects and how harsh they were.
1143	I felt horrible, my mouth tasted like metal and I could not sleep for days.
1144	I was hoping it would eventually go away so I continued to take it and after the 6th day of the same intense side effects I finally had to just chunk them in the trash.
1145	lost feelings of joy,could not focus,weight loss,no cares for anything I used to love.
1146	deep,scary thoughts never have had them before.
1147	Sleep.
1148	its all I want to do, however, unable to rest for more than an hour at a time.
1149	so sleepy on 60mg 1x/day.
1150	I lost 25 lbs in 3 wks.
1151	Had to be put on valium so I could eat.
1152	(It put me to sleep for an hour, then I would wake up and eat a little) Don't want to eat, had to force myself.
1153	Hazy, do not care attitude.
1154	Felt like I was sitting in a chair watching the world go by.
1155	insomnia, vivid dreams, syncope, a detached from the body feeling, confusion, restlessness, shaky, trembling.
1156	Took the med for only 3 days and the first night, I think I got a total of 2 hours of sleep.
1157	On the third day at work, I experienced what felt like an 'acid trip' after about an hour of taking the recomended 30 mg dose.
1158	I couldn't talk without stuttering, was very confused, couldn't concentrate.
1159	Had to have me b/f pick me up and take me to ER.
1160	dripping in sweat all the time, extreme fatigue, mucus coming out of my anus, feeling like I have to have a bowel movement several times an hour, constipation, and my depression is the same as when I wasn't on it.
1161	Also feel like I'm in a cloud allthe time.
1162	Having vision problems.
1163	Sweating,Heart Papitations, Headache,dizziness,sore throat,very cold,Major flushing feelings in my head,Dizzy feeling,Flue like symptoms,High degree of shaking and nervousness ,bleeding in stool,throwing up.
1164	Also, these where the side effects while I was on the drug as well.
1165	brain zaps,excellerated heart rate,bad dreams,night sweating, tingling of hands and feet,weight gain (feeling hungry all the time).
1166	Severe fatigue, problems staying asleep, slight nausea.
1167	I have been on Cymbalta for almost a week and have been in bed the entire time.
1168	It has caused me to be severely fatigued with flu-like symptoms that came on about 24 hours after beginning this drug.
1169	achiness, tiredness, restlessness, blurry vision, tingling in arms, legs and hands, increased anxiety, high blood pressure, belching, heartburn, loss of appetite, strange taste in mouth, alternating hot and cold spells, headaches, loss of feeling during sex.
1170	I constantly feel as if I am on the verge of a panic attack, I feel like sleeping all day, but have difficulty sleeping for more than 1 hour at a time even during the night.
1171	I have aches and pains as if I have the flu.
1172	Fainting, nervousness, nausea, insomnia, sweating.
1173	I was prescribed this medicine to help with depression and anxiety, but the side effects are awful.
1174	I don't see how I can possibly function because of the side effects and I certainly don't see how I could continue on this medication any more.
1175	The first 2 months it seemed to be fine, then the terrible night sweats came,the headaches,dizziness, out of sorts feeling came.
1176	Since last November my tendons on both arms started hurting by the elbow, then came extreme fatigue, and heaviness And pain in the calves of my legs came.
1177	Not to mention the acid reflux, having bowel movements 5 times in the morning,abdominal cramping, couldent eat, no appetite.
1178	Now I have an erosive esophagus.
1179	My doctor at the time sent me to 2 ENT doctors a Rhuemotogist, went to ER in Dec and Jan. Forgot to mention stuffed up nose and constant cough.
1180	Changed my primary care Dr, had tests on my heart, ultra sound in legs, so now I have fast heart rate,poor circulation.
1181	Took it for 2 months and felt worse than ever.
1182	But I still have bad pain in my right arm, legs and feet, the pain is heaviness and electic shocks.
1184	vivid dreams, nightmares, night sweats,loss of libido and ability to orgasm, constipation, occational brain zaps, weight loss then a ton of weight gain.
1185	10 lb weight gain, increased amt panic attacks, anxiety. 
1186	feel wired, feel homicidal/suicidal, agitated, no appetite, confused.
1187	After 2 weeks I had terrible acid reflux which I NEVER had before, constipation, stomach ache 24/7, then rectal bleeding which scared the heck out of me.
1188	Because of the bleeding I had to go for a colonoscopy and have my stomach biopsied which showed it cause the lining of my stomach was inflammed.
1189	I was only on 20MG and it worked mentally but to this day, my gastro-intestinal system is screwed up.
1190	Cymbalta has the same adverse side effects of the other SSRI medications and then some.
1191	In fact, because of Cymbaltas adverse emotional reactions, the inherent inability to get an erection or orgasm that is more the norm in other SSRI medications appears to be even worse with this one.
1192	If that werent enough, it increases anxiety and thus has less value as an anti-depressant.
1193	Yet what was even more profound, I found that I was in a state of emotional upset at all times but wasnt aware of it until I stopped the medication 6 days ago.
1194	Bizarre sensations of profound guilt and regret about incidents from the past (childhood to adult), were constantly re-lived and extremely inflated to say the least.
1195	I found myself on the verge of tears at all times.
1196	To add to the constant emotional upset, I can now attribute Cymbalta to frustrating memory lapses and a dramatic compromise in my cognitive abilities which I had mistakenly blamed on my pain medication.
1197	turned into a raging maniac, i had nausea, cold/hot flashes.
1198	I felt out of control, & disorientated.
1199	Also, headache,crying, insomnia, and I can't tell you all the side effects.
1200	agitation; hostility; suicidial thoughts; increased pain; increased depression; muscle spasams in legs and feet; dry eye; increased blood pressure; heart palpitations; increased anxiety, etc Switched to Cymbalta because of claims that it helps with pain.
1201	Side effects were terrible.
1202	Reality is I became a zombie, robot.
1203	I didn't truly feel, or really care about things I had a passion for.
1204	Less anxiety and depression but less life.
1205	Just existed.
1206	Went through motions.
1207	sick of losing track of what I wanted to say, feeling of numbness, the constant need to sleep.
1208	I could sleep two days straight and still feel tired.
1209	I want to feel even if it is depression.
1210	Totally horse tranq knocked out for 12hrs within 2hrs of tasking it couldn't focus on anything laid down and stayed there all day apart from running to the toilet with diarrhoea a few times.
1211	Could sleep later without restless legs then slept for another 12hrs.
1212	Profuse sweating.
1213	hot flashes, drowsy all of the time, brain fog, inability to concentrate, loss of sex drive, weight gain, constipation, muscle cramps, eye floaters.
1214	I can barely walk up a couple of stairs without a deep burning and fatigue within my muscles.
1215	After a month I was upped to 60 mg. A week later I started getting agitated easily, my hair is shedding way more than usual.
1216	I sweated like crazy, I felt even more depressed than ever , I became anti social and my anxiety worsened.
1217	After the third day on 30 mg of this drug I felt like I was in a fog.
1218	I was completely depleted of all energy.
1219	It kept me up all night and I would sleep all day.
1220	The first couple days are hard for me to even remember what went on.
1221	Feeling this out of control is scary. 
1222	Nausea.
1223	Lots of nausea.
1224	Also, a marked reduction in sexual response and sensation.
1225	Also, spells of dizziness not associated with a change in position (randomly while sitting down or walking, not just upon standing up).
1226	No discernible effect on the depression after 8 weeks at recommended therapeutic dosage of 60 mg/day, at which point we decided that due to the already-present undesirable side effects, it would be a bad idea to try increasing the dose further.
1227	I had extreme anger and road rage.
1228	I literally screamed at a stranger over a parking spot.
1229	These behaviors are not like me at all.
1230	only took it 2 days; had horrible migraine, dizziness, nausea and ringing in the ears.
1231	I have stopped it and now on day 3 migraine is still with me.
1232	It is horrible to try and go off of.
1233	felt physically ill during the first 3 weeks at 60 mg on this med.
1234	While that subsided, I then felt a progressive feeling of being in a general stupor.
1235	Lethargy, significant effects on short-term memory to the point it was affecting my ability to work efficiently.
1236	Brain zaps,dizziness, couldn't sleep,u name it I had!
1237	Irritability, sleeplessness.
1238	I made a suicide attempt while on it and it is my opinion it was the cause that pushed me over the edge.
1239	Did not help my depression and caused me to have suicidal thoughts.
1240	I had chest pain, heart palpitations, vomiting, headache, rage, mood swings, and more.
1241	Loss of appetite, constipation, tiredness, loss of emotional capabilities aka zombie, general numbness, lack of sexual interest.
1242	when I finally stopped taking this stuff after losing five years of my life to it, I now have joint pain that makes it difficult to do anything.
1243	I am very frustrated that this stuff has permanent consequences in joint pain which I have never experienced before.
1244	nausea (at first), constipation, dizziness, NEVER sleep, always yawning and tired, very mean, hostile and aggressive when upset about something, very very bad night sweats.
1245	I have been on Cymbalta for about 2 months now and I feel like I am losing my mind.
1246	While being on this medication I have no control over my emotions or my actions when I get emotional.
1247	I have never been a physical person and I do not think twice to hit someone if I am really hurt.
1248	I am pushing the people who I am closest to away.
1249	After I have an episode I feel like I was drunk and have NO IDEA why I did it!
1250	Horrible insomnia, highly depressive and suicidal feelings, inability to orgasm, loss of energy, exhaustion.
1251	I took this medicine for about a month, and during that month I did not sleep more than 5 hours a night.
1252	I woke up at least 5 or 6 times every night.
1253	I felt weak and exhausted and unable to keep up with normal days.
1254	I took so many short naps, but nothing helped.
1255	My feelings of depression, which Cymbalta was supossed to fix, were increased and I found myself contemplating sucidial or destructive actions a lot.
1256	Another thing that bothered me, well a lot, was I was unable to orgasm.
1257	Overall, the drug gave me a bad feeling.
1258	med helped for a while, but I gained about 30lbs in the midsection.
1259	WEIGHT GAIN DESPITE REDUCED CALORIE INTAKE, frequent nausea, vivid dreams to the point that is difficult to wake from them, head rush that made me think I was having a stroke, disassociation, spaciness, horrible withdrawal symptoms-so NOT quit suddenly or on your own.
1260	shaky, weak, felt like I was going to faint if I stood at all.
1261	"""Cold"" sweat, flu-like symptoms."
1262	Nausea at first, started out at 60mg Also on Topomax x2 a day, and Seroquel 50mg at night.
1263	Then as time went over the past few months, since no improvement in depression Doctor upped dose to 120mg, I feel more like an emotional zombie.
1264	Emotionally and sexually flat-lined.
1265	Just kind of existing day by day.
1266	Had lost 50lbs on my own dieting prior to meds and now gained back 30lbs which adds to my feeling down.
1267	No thoughts of suicide just deeper depression.
1268	My fatigue and down time is still present, no suicide thoughts but just NO enjoyment in anything.
1269	I'm slowly gaining back weight I struggled very hard to lose and its driving me even more down in the dumps.
1270	Extremely tired, low motivation and energy.
1271	NO LIBIDO, anxiety, s/s of OCD ie biting nails and lips, lightheadedness/dizzy, occasional nausea.
1272	Eventually increasing dose to 90)  I have actually felt more tired during day and difficulty with sleeping.
1273	loss of appetite.
1274	shortened attention span.
1275	since i started taking cymbalta i've found that no food sounds desirable and i keep waking up in the middle of the night.
1276	i have no sex drive.
1277	In a constant fog, inability to concentrate, no libido, memory loss, night sweats and vivid nightmares(in the first month, stopped eventually).
1278	I have never in my life had such a hard time getting motivated (even with anxiety and depression).
1279	I am constantly forgetting words and always feel like I'm in a fog.
1280	I barely remember the last 3.5 months.
1281	I would sit down to study for class and forget what I just read.
1282	Cymbalta did not solve my sleepiness and just added many uncomfortable side effects.
1283	"I have intense sweating, sleep disturbances, feeling spacey and dizzy, sleeping 2-3 hours during the day because of ""brain fuzz""."
1284	Lethargy, lack of concentration, brain zaps, nausea.
1285	Initially helped with depression but after a while just felt spaced out and tired all the time.
1286	Constipation, get some strange feeling in the head at times like nothing ever experienced, fatigue, weight gain.
1287	Doubling the I felt emotionally flat, no emotion.
1288	I had impulsivity, I think just to see if I could get some feeling.
1289	Constipation was awful with a large weight gain that put me out of all clothes save sweats.
1290	I had balance issues, and would get the shakes before my second dose.
1291	I also had a sudden hearing loss experience and am now totally deaf in my left ear; it is sensioneural and will never return.
1292	I don't know if it is related but I lost my job because of it.
1293	After 3 days my tongue was triple in size and a dark maroon color vivid dreams weird and wild,sores on tongue,no crying,head aches were gone.
1294	I liked that it made me seem emotionally detached events happened that would normally make me burst into tears but with Cymbalta I was emotionally free.
1295	I had less headaches I hate that I had a reaction to it and my doctor took me off of it.
1296	Worst side effect of this med is insomnia.
1297	Cannot get off to sleep although very tired.
1298	Drowsy during the day.
1299	At first I had constipation and lethargy.
1300	Extreme sleepiness and tiredness.
1301	Some bouts of sudden depression and anxiety while on it.
1302	Intense feelings meaning whenever I was happy, I was extremely happy and sad I was extremely depressed and crying.
1303	Wild dreams.
1304	I was hitting caffeine everyday on this med Made me extremely tired especially more while weaning off lexapro with the combination of the two drugs.
1305	Fatigue, extreme changes in body temperature (hot to cold), slight headache, insomnia, agitation and anxiousness, fidgeting, food tasting odd and loss of concentration.
1306	The side effects are worse than the benefits.
1307	I was not prepared to endure the side effects for 2-4 weeks to see whether the drug would work or not.
1308	I can't see how it can be an anti-depressant when some of the side effects are depressive thoughts and actions.
1309	fatigue,irritability,lack of appetite(without weight loss).
1310	Started at 30mg and increased to 60mg Very bad fatigue Week#1 then a little less during Week#2, especially in afternoons.
1311	No impressive mood benefits, just drawbacks: the most notable was irritability everyday with a general negative outlook and being easily angered.
1312	Cymbalta made my nervousness and depression worse!
1313	Dizzy, light headed, foggy brain, just stoned!
1314	Exausted too!
1315	Dizzy, light headed, foggy brain, just stoned!
1316	Dizzy, light headed, foggy brain, just stoned!
1317	Exausted too!
1318	Yes, it did take the anxiety away, but it's making mashed potatoes out of my brain.
1319	I cant stay home being stoned and exausted over this medicine.
1320	I feel sluggish,unmotivated,and still have depression,aniexty and pain.
1321	nausea at first only.
1322	can't stop yawning, wake up in the middle of the night, am so tired during the day.
1323	like a zombie.
1324	i've not even been taking it for a week but i dont know if i can deal with the side effects.
1325	im exausted during the day, waking up in the night.
1326	totally constipated, i mean big time.
1327	Very Sleepy throughout the day,nauseous,pain actually got worse,could not sleep good at night, WITHDRAWEL EFFECTS ONLY AFTER TAKING FOR 10 DAYS!
1328	Brain shocks in the beginning with insomnia.
1329	Loss of appetite, and more thirsty than usual.
1330	Decrease in Libido.
1331	Ever since I have been on it, I have not had one good night sleep.
1332	I wake up about every two hours and am very restless throughout the night.
1333	I have also had night sweats on a few occasions.
1334	There were times where it made me feel even more anxious than I already was.
1335	Emotionally numb.
1336	Didn't cry at my own sister's funeral!
1337	Felt numb, robot-like.
1338	Also couldn't orgasm.
1339	Initially, lose of appetite, sweating, dry mouth, constipation.
1340	Once body is adjusted, only side affect is rapid weight gain.
1341	Gained weight rapidly while on this drug.
1342	The risks/side effects are not worth the inital relief.
1343	EXTREME sweating, flat feeling, anger, halo around head feeling.
1344	I think Cymbalta has made me extremely angry at everyone and has made my obsessive thoughts worse!
1345	heavy sweating.
1346	"heart palpitations, chronic constipation, legs weak and heavy, trembling, crying jags, irritability, once or twice a ""rage"" reaction, very low self esteem, feeling unsafe and insecure, unhappy and scared."
1347	Deep-end mania.
1348	I would take time off work to collect.
1349	I was also missing meetings!
1350	My career was at an all time low!
1351	I kept getting fired.
1352	weight gain (50+ pounds) high blood pressure skin problems tiny wounds would not heal for months, frequently developed into skin infections (e. g. from acne) immune system problems loss of interest in all activities loss of interest in relationships extreme fatigue wanted to sleep all the time could not feel happiness or joy continued to feel depression, have suicidal thoughts under stress .
1353	Nauseated the first week, then went away.
1354	Cymbalta makes me very tired and listless,which in turn made me gain weight, which in turn made me feel more depressed.
1355	I can't concentrate well,foggy thoughts,poor memory,and don't want to socialize much.
1356	I have a subtle ringing in my ears.
1357	Only major side effect was inability to achieve orgasm which I personally found intolerable.
1358	Had it not been for the one side effect, I'd likely have continued it indefinitely for Fibro Pain & Depression.
1359	Extreme sedation, inability to move, excessive sleeping.
1360	Digestive tract discomfort which has lead to a flare up of IBS.
1361	May be a good drug, but I can't take it anymore because of the sedation and stomach problems.
1362	Drastic drop in libido, profuse sweating, decreased appetite.
1363	The decreased libido is a major problem because I truly love my husband of 14 years, but I have a VERY difficult time being interested on an intimate level.
1364	I also cannot deal with the sweating.
1365	I sweat so profusely that it has become embarrassing.
1366	decreased appetite, nausea (went away after a few days), some sudden dizzy spells (last a few seconds to a minute or two), constipation, gas.
1367	"dry mouth, headaches, lowered libido, hot flashes, irregular sleep pattern (insomnia like), hitting ""wall"" - brain stops working, poor short term memory, fatigue."
1368	But I think there is a life cycle to taking it, maybe 5 years or so; when they increased it to 90mg (April 2012) my cognition got noticeably worse, fatigue got much worse, every side effect amplified
1369	INTENSE HOT FLASHES, PROFUSE SWEATING, particularly severe with stress and when too hungry - can get to the point of soaking, dripping sweat, soaked clothes, bed, chair, car seat, total embarrassment, happens worst at most inappropriate times.
1370	It seems only a VERY TOXIC drug would have this side effect.
1371	Now, after 9 months, constant dull (sinus) headache, constant insomnia, caffeine intolerant (1 cup coffee = heart pounding, headache, agitation, uncomfortable for rest of day), 3 months ago weight started increasing, now 40 pounds heavier!
1372	Isolating, fuzzy headed, poorer concentration now 9 months after switching to Cymbalta, time to switch back or on to another SSNRI/SNRI or hopefully, maybe, something better!
1373	Cymbalta, however, has decreased ability to orgasm much less than Effexor or Zoloft, Paxil caused much worse (totally intolerable) headaches.
1374	Cymbalta has helped with depression, but I've had better success with much less, unpleasant side effects from other medications, and soon I will be switching back.
1375	"complete indifference towards sex, inability to get an erection, severe pain in my right jaw, headache, nausea, an odd gag reflex when I yawned, insomnia, feeling of being ""strung out""."
1376	However, the side effects were too severe; I was taking 30mg I could not endure the total impotence and feared a permanent sexual effect, and I never once felt sleepy while on the medicine.
1377	Made me gain a quick 15 pounds.
1378	Emotionally numb, wasn't happy or sad.
1379	No libido at all, was unable to orgasm from sex. 
1380	The first week I was on it, I threw up every day.
1381	Lost 10 pounds.
1382	Other than that bad week of not being able to eat, no other side effects.
1383	Nausea and stomach cramping the first couple of days; was somewhat better if I ate small amounts of food frequently.
1384	It also made me very hungry when I first started it and whenever I increased dosage.
1385	vivid dreams, clenching of the jaw, dry mouth, night sweats, interupted sleep, needing the toilet in the night, insomnia, weight gain, craving carbs, binge eating,weak joints, muscle tiredness, emotional numbness- feeling of not caring about anything or anyone,loss of labido,itching,excessive yawning and tiredness, short attention span.
1386	since taking cymbalta i av gained 14lbs which i CANT loose no matter how hard i try,im also craving carbs & binge eating which iv neva done b4) i av also found that when training @ gym my joints r weaker & i av 2 wear supports.
1387	the emotional numbness as affected me most as im @ risk of losing my partner who as bin there 4me thru it all but i just av no feelings & i dont seem 2 care how much i hurt him,i also feel like ill lose my friends & family if im not careful.
1388	Catatonic, no emotion.
1389	Severe palpitations and irregular heartbeat.
1390	Stopped taking it and two weeks later still irregular.
1391	I was able to function physically like a normal human being again for the first time in years, but I had no emotion whatsoever.
1392	loss of appetite, weight loss, nausea (subsided after a few days).
1393	I was hit with a lot of side effects of Cymbalta.
1394	The loss of appetite and weight loss was one of the main side effects I had, I am already underweight, and losing weight isn't good for me
1395	definatly get real nausious.
1396	I am having strong flu like symtoms but I am coming off of effexor and that has always been hardcore.
1397	I have been on effexor for 11 years and it has help me funtion and provide for my family, but I have been really tired and have to contantly fight weight gain.
1398	Occasional dryness of mouth & constipation at first.
1399	Rapid heart beat at times.
1400	Mild headaches.
1401	Lightheadedness.
1402	Low dose (20 mg) One weird side effect I had was an occasional feeling of heaviness in my calves that gradually increased and became painful, almost like the blood was pooling in my legs.
1403	Still feel lightheaded now & then.
1404	constant numbness on the right side of my body, tingling fingers, unexplained extreme yawning, trouble staying asleep, anxiety, accelerated heart rate in mornings, dry-mouth when working out, new sweating that continues hours after working out, constipation, loss of appetite/cravings.
1405	I had lots of side effects the first 2-3 days of being on the 30 mg tablet, but most went away.
1406	4-5 weeks into 60 mg I started to have extreme numbness & tingling on my right hand, arm, side, shoulder blade.
1407	"decreased appetite, fatigue, maybe a little ""foggy""."
1408	And I'm 50 pounds overweight, so I'm not complaining about the decreased appetite!
1409	Short term: dizziness,nausea,confusion, and headaches for about 10 days or so.
1410	Long term: extremely graphic nightmares, night sweats(especially in winter), 30 lb.
1411	weight gain, sexual side effects, extremely unhappy with all of these side effects.
1412	I feel somewhat more stable than when off of this type of medicine, but I am also so unhappy with the long term side effects.
1413	Also, I am still experiencing some major depressive episodes and invasive thoughts, which makes me question if the cure is worse than the disease.
1414	have gained 30 lbs since I began taking this.
1415	I have never been overweight before.
1416	Also, oddly my cholesterol has jumped up over 50 points in the last year.
1417	Which can be a side effect of Cymbalta.
1418	Very sleepy all the time.
1419	Hard time focusing and if I miss dose look out.
1420	The drug has helped with the depression, however the side effects are awful.
1421	If you think giving a depressed woman who has never had a weight problem, an extra 30 lbs to carry around is a good idea you would be mistaken.
1422	So mostly the weight issue is a big deal.
1423	I swear the drug makes me very, very hungry.
1424	Also, I also just seem mostly numb which is pretty scary.
1425	Vivid dreams, and remember them in such great detail !
1426	Increased sex drive, reduced appetite,neck pain.
1427	I haven't been taking this drug too long and I am stopping because of the dryness it causes in my eyes (swollen) and my scalp (scratching).
1428	I can't read or focus my eyes because of the dryness and burning, my eyelids are swollen and, although it has helped somewhat with fibro pain, it's not worth it.
1429	Also, affects sleep patterns, I'm exhausted earlier, but can't sleep well.
1430	When I first tried Cymbalta, I stopped after a week or two because I was so angry, I was biting off everyone's head.
1431	Stopped and started again and now experienced this dryness.
1432	HUGE costipation, somnolence, loss of libido.
1433	insomnia, loss of appetite*.
1434	My mind raced at 100 miles a minute, but my body was exhausted, so sleep was slim.
1435	The loss of appetite I wasn't sure to attritube to the Cymbalta because I'm a finicky eater anyway, but I couldn't function with only 5 hours of sleep in 10 days.
1436	didnt want to eat first two weeks, cant sleep, felt sick when working out/shaking.
1437	then i was given 60 mg and i have been taking that for about 3 weeks now and i have highs and lows all the time.
1438	i either wanna go out or stay in bed.
1439	Sweating, hand tremors, racing heart, insomnia, bizarre dreams.
1440	"but at the same time felt completely ""flat"" emotionally."
1441	first 3-4 months I was doing great, then disrupted sleep began, waking up every hour, night sweats, craving for sugar, low motivation to do anything.
1442	I started on 30mg and went up to 60mg Couldn't tolerate 60mg, it rendered me completely sleepless and with metallic taste in my mouth.
1443	The cravings for sweets are annoying.
1444	I feel like a junkie.
1445	major constipation, weight gain, night sweats, excessive sweating (mostly face and head).
1446	I started on this and immediately noticed the constipation and sweating.
1447	My hair would be drenched by the time I got to work in the morning - even with the AC on in the car.
1448	Doc put me on something for that and it worked during the day but I wake up nightly with soaked clothes.
1449	I thought I could deal with it but after 4 months, I am feeling the exhaustion of not getting full nights' sleep.
1450	extreme dry mouth, to the point where I constantly felt as if something was stuck in my throat which would in turn cause me to have an anxiety/panic attack, decreased appetite, severe insomnia.
1451	Cybalta definitely helped with my depression but the side effects really took a toll on me after only a week.
1452	I had barely slept and had lost over 6 pounds within the first week because just the thought of food would make me sick to my stomach.
1453	I was constantly drinking water and had to have a bottle by my side at all times, it was just incredibly uncomfortable.
1454	Nausea, diarrhea, upset stomach, dry mouth, sleepiness.
1455	I have only been on 30mg for 4 days and have the extreme runs.
1456	Upset stomach and no appetite.
1457	started out on 60mg, which was a way too high dosage to start out on- lay on my bed for 2 days staring at the ceiling, not being able to move; also experienced blurred vision, nausea, excessive sleepiness, yet inability to sleep - Was so paranoid after this episode that I didn't take it for a month again, but t my doctor recommended that I rather slowly get used to the drug, taking 30 mg every second day, and gradually increasing the dosage - Second time round the side effects in the first week were minimal and even quite pleasant- had so much energy that I could get by with 4 hours sleep.
1458	This stabilised later on though - As I upped my dosage, my libido started taking strain though and I had trouble sleeping - At 60mg, I started experiencing excessive sleepiness, needing a nap at least once every afternoon.
1459	At 60mg however, my sleepiness just became unbearable.
1460	Needing a nap every afternoon just isn't OK for me.
1461	My libido also just did a disappearance act, which I simply couldn't handle.
1462	Nausea, vertigo and extreme fatigue to begin with (first week or so).
1463	Emotions were very flat for the first month or so.
1464	The nausea subsided but still suffer from the fatigue and horrible night sweats.
1465	Also very low libido and anorgasmic (difficulty achieving orgasm).
1466	dry mouth,insomnia,anxiety.
1467	Major constipation; fiber does not help.
1468	Confusion is really bad, lack of concentration is very bad.
1469	Short term memory loss.
1470	Loss interest in doing anything.
1471	I can sit for hours day in and day out with no interest in usual pastimes.
1472	I lost touch with all my friends because I have no interest in seeing them.
1473	was fine for the first month, but now I am experiencing severe joint discomfort in my wrists.
1474	Disturbed about the major joint discomfort in my wrists.
1475	I like the weight loss, but have also felt heart palpatations and have had extreme dreams.
1476	spaced out, difficulty sleeping, headaches(shocks), night sweats.
1477	For the first two weeks I felt very spacey and drugged, a feeling similar to taking extasy.
1478	"The only current side effect I have is the night sweats and I do get ""headshocks"" as I call them, if I forget to take my pill on time."
1479	Night sweats, constipation, taking longer to climax during sexual intercourse.
1480	nausea at first, which subsided after a couple of weeks.
1481	Still a bit sleepy during the day (I take it in the morning), but then frequent waking at night, with very vivid, weird dreams!
1482	I've gotten used to the side effects, and am sticking with it.
1483	very tired.
1484	head fog.
1485	felt tingling for the first 5 days.
1486	but I can tell when it is time to take it I get this tingling feeling,like when I turn my head my brain is a bit behind.
1487	On 90 mg I had sweating at night so that my clothes are drenched, somtimes multiple times at night.
1488	I also have had a lot of gas and some constipation.
1489	On 60 mg, I was irritated with my boyfriend when he wasn't being irritating at all.
1490	Possibly dry mouth (whatever that is exactly), drowsiness for the first few weeks.
1491	Unlike the other people on here, I haven't really experienced that many side effects, or really any that are any sort of bother to me.
1492	Feelings of a band around my head, memory loss.
1494	Some hair loss and some weight loss.
1495	These side effects are slowly letting up.
1496	Really I haven't noticed any side effects when taking it but a bit of sleepiness initially.
1497	at start dry mouth& metallic taste; started clinching jaws which causes headache, tooth and gum pain & neck pain.
1498	The dry mouth is very insignificant compared to depression.
1499	I am assuming the Cymbalta is the cause of the clinching.
1500	nausea, cotton mouth, and lack of appetite.
1501	Yawning, which subsided after a few weeks.
1502	Itching, which comes and goes.
1503	Vivid dreams, which can be rather interesting.
1504	Decreased appetite, which is rather nice.
1505	Diarrhea, which can be extremely annoying, but I am figuring ways to minimize it (taking it on a full stomach is helping).
1506	I do continue to have digestive issues with Cymbalta, but through trial and error, am learning to minimize this.
1507	dry mouth(first couple days), tremors(spasms), sleeping more, loss of energy, sweating, lost interest in sex because had trouble climaxing.
1508	"The primary ""side effect"" for me is a CONSTANT ringing (buzz) in the ears."
1509	Not sleeping, chills and fever, inability to drink alcohol.
1510	This is a very powerful drug and anyone that takes it needs to decide what is important, the drug works but it is a seriously strong drug and has many many crazy side effects.
1511	I only sleep a few hours a night, have chills, and feel like I am on speed or extacy, but wow, i feel so much happier.
1512	Decreased libido. 
1513	When taking at night, Cymbalta caused insomnia something awful.
1514	I would have heart palpitations and awake 3-4X a night.
1515	My only symptom now is sweating (clammy feeling).
1516	HOrrible migraines but i have had migraines since early childhood,This medicine just caused more frequency and higher degree of pain with headaches,Best medicine for depression that i had ever taken and worked instantly.
1517	I must say that i felt the happiest i had ever felt in my life except for the extreme migraines,Due to the frequency of the migraines i discontinued cymbalta ,wish i could go back on it.
1518	nausea/ weight loss the first month.
1519	Racing brain, not sleep well, dry mouth, sexual disfunction, bad memory, bad dreams, endless energy.
1520	sweats, weight gain, dry mouth at beginning. 
1521	little sleepy at first, then dosage was increased from 30mg to 60 mg after the first week & I felt better.
1522	Loss of appetite, weight loss, a bit of a headache about an hour after taking it.
1523	If you can deal with the initial side effects, which seem to subside, this drug is worth it.
1524	initial side effects lasted a week or so - bug eyed, dizzy, nausea - just like with any anti-Dep.
1525	The lasting ones: decrease in appetite, change in food cravings - from carbs to sugar - down 2 sizes :) this is a weird one.
1526	my finger pads seem wrinkly - like a person forty years older than me.
1527	Takes care of the sugar craving - i used to eat vegies lots and hardly any fruit, now it's reversed.
1528	SEVERE night sweats and increased sweating during the day, and somewhat difficult (but not impossible) to reach orgasm.
1529	"I had intense headaches for the first 3 days of taking Cymbalta, but then the depression ""fog"" cleared and I felt much less weighed down by my thoughts."
1530	During the first few months of taking Cymbalta (30 mg) I used to wake up at least 2X during the night to change pajamas & sheets/bedding due to intense sweating & was losing lots of sleep.
1531	Now I don't wake up until morning but I am soaked with sweat.
1532	some fatigue, some brief episodes of heart fibrulation, decreased sex drive, slightly less appetite.
1533	I would say my feelings are slightly muted, but in the normal range.
1534	Constipation, vivid dreams and restless sleep patterns.
1535	had been terribly tired for months.
1536	Since then, I have had moderate insomnia.
1537	Initially some mild headaches and vision blurring.
