Annual Income,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership,Years in current job,Tax Liens,Number of Open Accounts,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Credit Default
1407900.0,17.6,360756.0,382558.0,236474.0,8447.0,741.0,1,10,0,5,0,34,0,0,1,0.0
1592810.9895151174,16.3,653202.0,304392.0,200830.0,26445.0,729.9815125906983,2,2,0,12,0,5,0,0,0,0.0
2151712.0,40.0,1733270.0,764918.0,568822.0,20441.0,721.0,1,10,0,15,0,22,0,0,1,0.0
967290.0,11.4,859628.0,498410.0,266532.0,21925.0,712.0,1,6,0,10,0,37,0,0,0,1.0
514995.0,15.9,417274.0,176682.0,304513.0,10257.0,734.0,1,7,0,13,0,35,0,0,0,0.0
1796697.0,14.8,1099846.0,437976.0,656355.0,32940.0,736.0,2,10,0,13,0,34,0,0,0,0.0
402192.0,8.5,107866.0,129360.0,73492.0,1900.0,697.0,2,0,0,3,0,37,0,1,0,0.0
1405172.726074717,17.5,421784.0,338052.0,191976.0,19058.0,721.9290028449218,2,10,1,14,2,31,1,0,0,0.0
754299.2087873751,9.9,444642.0,110770.0,81415.0,7845.0,729.5067293827651,1,10,0,14,0,34,0,0,0,0.0
1786076.0,28.3,162272.0,222376.0,60952.0,8677.0,739.0,1,10,0,8,1,53,1,1,0,0.0
4770425.0,14.0,456170.0,424226.0,320682.0,36851.0,744.0,1,8,0,11,0,4,0,0,0,0.0
955719.0,16.2,95502.0,130196.0,66804.0,10354.0,746.0,1,1,0,6,0,31,0,10,0,1.0
1033695.0,16.5,461428.0,323620.0,137883.0,6374.0,658.0,1,8,0,16,0,29,0,0,1,1.0
1312805.0,16.5,857648.0,335324.0,402192.0,31179.0,727.0,2,10,0,22,0,34,0,0,0,0.0
1678308.0,23.4,1040820.0,537130.0,635512.0,28811.0,701.0,1,6,0,13,0,36,0,0,1,0.0
755787.8528368606,21.1,117634.0,108966.0,86868.0,8266.0,718.0484942870538,0,6,0,8,2,38,0,0,0,1.0
1303552.0,11.9,562980.0,296679.2798700492,296096.0,14013.0,748.0,2,3,0,5,0,35,0,0,0,0.0
951806.2238867531,26.5,1915254.0,86724.0,507813.0,12416.0,732.7620541886054,1,6,0,15,0,33,0,4,0,0.0
784966.0,28.2,279510.0,219912.0,141702.0,12298.0,738.0,1,3,0,8,0,20,0,0,0,0.0
1340742.367897911,16.8,755722.0,272140.0,532589.0,18208.0,729.277691677427,2,3,0,15,0,35,0,0,0,0.0
1589331.0,15.7,1161248.0,194854.0,439261.0,12715.0,742.0,1,10,0,16,0,32,0,0,0,0.0
488718.0,15.9,326546.0,218887.20951926443,272441.0,9774.0,678.0,2,0,0,7,0,38,0,1,0,0.0
1021174.0,17.5,1665774.0,312568.0598925832,487692.0,25019.0,733.0,1,10,0,18,0,33,0,1,0,0.0
2250132.0,16.5,1616054.0,260546.0,1110968.0,43503.0,733.0,1,10,0,17,0,31,0,0,0,1.0
554363.0,27.8,159500.0,59752.0,67640.0,11503.0,688.0,2,10,0,7,0,57,0,6,0,1.0
860795.0,23.0,318670.0,325028.0,238336.0,12195.0,696.0,1,5,0,12,0,34,0,0,0,0.0
718694.0,20.4,352484.0,166430.0,99845.0,12158.0,739.0,2,6,1,9,2,45,1,4,0,0.0
1009831.0,22.5,1204368.0,232738.0,189297.0,13801.0,710.0,2,10,0,17,0,14,0,0,0,1.0
1124040.0,23.2,188386.0,571098.0,100548.0,23886.0,683.0,2,10,0,10,0,48,0,0,1,1.0
665266.0,15.2,650914.0,264110.0,323798.0,8798.0,744.0,2,8,0,6,0,36,0,0,0,0.0
652897.0,15.6,135916.0,43142.0,111986.0,3613.0,675.0,2,0,0,19,0,67,0,4,0,0.0
989060.1737612947,21.2,240328.0,174790.0,66215.0,13055.0,733.4959958541415,1,5,0,13,0,19,0,0,0,0.0
1143762.0,24.9,874852.0,582164.0,407227.0,20302.0,698.0,1,5,0,9,0,34,0,0,0,0.0
1483824.0,12.3,221276.0,118118.0,77577.0,5379.0,744.0,1,10,0,7,0,32,0,0,0,0.0
562932.0,22.5,228624.0,181984.0,72257.0,15434.0,693.0,1,10,0,14,1,4,1,0,0,1.0
1182750.0,19.5,880748.0,608124.0,584934.0,25528.0,728.0,2,10,0,13,0,12,0,0,0,1.0
1315769.0,17.1,302346.0,348238.0,116204.0,26206.0,720.0,2,10,0,13,0,13,0,9,1,0.0
886217.0,18.0,174812.0,269104.0,128478.0,14770.0,728.0,2,0,0,12,0,10,0,0,0,1.0
1783321.0,31.5,673508.0,430188.0,391457.0,24372.0,738.0,1,10,0,12,0,4,0,0,0,0.0
2328222.0,11.1,880638.0,627594.0,4560.0,27551.0,749.0,1,3,0,8,0,30,0,0,0,0.0
852017.0,7.6,337722.0,175384.0,160417.0,21868.0,727.0,1,7,3,12,3,42,0,0,0,1.0
1292959.5924459845,25.7,406274.0,218482.0,182799.0,20590.0,720.279584238092,1,1,0,12,1,6,1,2,0,1.0
2362080.0,26.8,383130.0,753764.0,260072.0,16790.0,706.0,1,3,0,26,0,30,0,0,0,0.0
2106302.0,16.8,858132.0,620796.0,515812.0,38616.0,727.0,1,1,0,24,0,31,0,0,0,0.0
1218276.2377051022,26.0,294624.0,177452.0,63859.0,20455.0,735.0293836507828,1,4,0,7,0,48,0,0,0,0.0
910640.5248459452,12.0,726726.0,106260.0,293094.0,12140.0,729.7557120495958,2,3,0,12,0,35,0,0,0,0.0
1544224.5713793267,26.7,651442.0,449460.0,458527.0,17597.0,730.8667513845705,2,10,0,14,0,7,0,0,0,0.0
933280.0,12.5,795586.0,146960.0,462422.0,19054.0,739.0,1,1,0,13,0,34,0,2,1,0.0
2133054.0,15.1,283052.0,134728.0,39121.0,11874.0,740.0,2,3,0,7,0,25,0,0,0,0.0
2026101.8842484932,14.8,533588.0,437184.0,437323.0,34217.0,700.4413183193919,1,10,0,6,0,33,0,0,1,0.0
1071125.0,21.0,172744.0,225500.0,122322.0,7792.0,738.0,1,10,0,5,1,41,1,0,0,0.0
1489471.0059327427,15.1,154198.0,463320.0,19304.0,17316.0,685.3853171894192,1,10,0,8,1,73,1,2,1,1.0
993582.0262803504,17.5,204930.0,107844.0,115558.0,15960.0,730.3981834117033,2,7,0,11,0,35,0,0,0,0.0
2082267.0,18.5,481910.0,460284.0,148998.0,45636.0,721.0,1,5,0,10,0,54,0,0,1,0.0
2254464.0,26.1,1043482.0,108768.0,807462.0,22545.0,734.0,1,0,0,4,0,32,0,1,0,0.0
1284304.8089716956,17.5,312818.0,368016.0,195871.0,13860.0,730.5440946566607,1,6,0,7,0,26,0,0,0,0.0
1485496.0,12.0,453772.0,258016.0,300979.0,12751.0,736.0,2,10,0,7,0,59,0,0,0,0.0
1158354.0,23.0,225412.0,223542.0,153786.0,27028.0,730.0,2,2,0,11,0,14,0,0,0,0.0
853993.0,16.0,877734.0,412720.0,369930.0,9465.0,716.0,0,0,0,18,0,34,0,0,0,1.0
2897310.0,20.0,434126.0,782782.0,275576.0,37182.0,716.0,2,10,7,9,7,54,0,10,0,0.0
693592.2514970277,8.7,166738.0,50468.0,108300.0,8622.0,728.2203933266493,2,4,0,18,0,22,0,0,0,0.0
1601691.2007207978,16.5,638704.0,238150.0,424745.0,28795.0,730.3265660504388,1,6,0,13,0,32,0,0,0,0.0
436164.0,13.0,546590.0,181324.0,54758.0,1675.0,731.0,2,4,0,3,0,36,0,1,0,0.0
1346530.0,16.0,769362.0,194898.0,139536.0,24798.0,707.0,1,3,0,10,0,4,0,1,0,0.0
517009.0,24.0,206228.0,133034.0,94753.0,8617.0,707.0,1,6,0,9,0,62,0,10,0,1.0
1711482.0,21.4,599478.0,346170.6906648878,464417.0,14105.0,674.0,1,8,0,6,0,34,0,0,1,0.0
2669077.294235904,18.4,1129700.0,760232.0,724907.0,39764.0,719.2187111648373,1,10,0,12,0,31,0,0,0,1.0
2870805.0,15.8,778382.0,310244.0,209741.0,22775.0,723.0,1,10,0,14,0,49,0,0,0,0.0
1417590.0,18.0,383196.0,294778.0,162165.0,6462.0,693.0,2,3,0,8,1,77,1,0,1,0.0
602775.0,15.2,553630.0,312950.0,250553.0,10247.0,710.0,1,7,0,10,0,36,0,0,1,0.0
973655.0,11.3,277486.0,198418.0,111682.0,18905.0,682.0,2,5,0,11,0,29,0,0,0,0.0
1452227.0,16.8,1027246.0,280258.0,415207.0,22146.0,729.0,1,5,0,9,0,33,0,0,0,0.0
750880.0,33.5,528264.0,97812.0,327123.0,20336.0,731.0,1,7,0,10,0,44,0,2,0,0.0
1332293.9321829015,13.2,515416.0,272646.0,253270.0,19179.0,720.9709246778709,2,1,0,14,0,63,0,0,0,1.0
1144446.0,7.0,1115774.0,318032.0,640813.0,19265.0,748.0,1,4,0,13,0,34,0,0,0,0.0
1006506.0,11.9,464024.0,431640.0,310175.0,28685.0,708.0,1,0,0,12,0,34,0,0,1,1.0
1475293.0,15.0,1033670.0,648846.0,376732.0,23604.0,660.0,2,10,0,9,0,35,0,0,1,1.0
1511488.0,18.5,1184062.0,407389.8910761756,830357.0,35772.0,728.0,1,10,0,14,0,14,0,0,0,0.0
2177780.0,17.1,598114.0,608674.0,388949.0,21415.0,667.0,1,6,0,14,0,32,0,2,1,0.0
599146.0,13.7,188738.0,66704.0,49400.0,3670.0,739.0,2,2,0,7,0,39,0,0,0,0.0
1223904.0,35.8,1128512.0,515328.0,530195.0,11117.0,674.0,1,10,0,18,0,15,0,2,1,0.0
1168975.0,18.9,397386.0,271260.0,207632.0,21723.0,625.0,2,2,0,14,0,35,0,0,1,1.0
808697.0,17.6,786060.0,314358.0,257982.0,14422.0,746.0,1,9,0,14,0,34,0,0,0,0.0
918441.0,15.3,603394.0,474210.0,401774.0,14695.0,728.0,1,4,0,8,0,35,0,2,1,0.0
1829909.0,27.5,180642.0,278806.0,94392.0,14731.0,739.0,2,4,0,7,1,39,1,0,0,0.0
528010.0,15.5,489016.0,174680.0,136420.0,2433.0,747.0,2,2,0,3,0,37,0,0,0,0.0
664810.0,21.1,393162.0,210465.3566231901,117477.0,5651.0,741.0,1,10,0,11,1,41,1,0,0,0.0
1033410.0,10.0,332904.0,248369.2005085179,126787.0,8870.0,743.0,2,10,0,12,0,34,0,2,0,0.0
595840.0,15.3,17248.0,68992.0,13737.0,8640.0,687.0,2,10,0,3,0,22,0,0,0,0.0
1402941.0,15.2,646426.0,339933.1781903418,480681.0,22798.0,724.0,1,2,0,16,0,33,0,0,0,0.0
955434.0,14.7,799062.0,205524.0,182191.0,21418.0,744.0,2,8,0,17,0,18,0,0,0,0.0
1511913.013964152,8.5,323796.0,238326.0,218956.0,26894.0,719.1404941869978,2,4,0,15,0,22,0,0,0,1.0
969855.0,11.2,240130.0,134750.0,107844.0,19720.0,742.0,2,3,0,12,1,54,1,0,0,0.0
1043860.0,13.1,245960.0,158224.0,136154.0,12874.0,744.0,2,3,0,11,1,44,1,0,0,0.0
2086447.0,18.7,213026.0,440352.0,130606.0,13510.0,694.0,1,10,0,7,0,32,0,1,0,0.0
1324604.0,20.6,278036.0,310137.46712229156,178885.0,24947.0,739.0,1,6,0,7,0,33,0,10,0,0.0
1334741.3148474165,20.6,511940.0,363770.0,228133.0,15399.0,729.5060550701675,2,10,0,10,0,34,0,0,0,0.0
1530792.0,27.4,1324840.0,358799.2679585819,613282.0,21176.0,733.0,1,10,0,13,0,33,0,0,0,0.0
191577.0,24.3,270754.0,66550.0,7942.0,441.0,747.0,2,10,0,3,0,35,0,10,0,0.0
582882.0,48.6,449900.0,224972.0,158517.0,12678.0,721.0,1,10,0,17,1,40,1,1,0,0.0
566542.0,27.4,276540.0,215587.2092384958,151183.0,10528.0,735.0,2,0,0,5,0,51,0,0,0,0.0
1161979.3088681013,19.5,637032.0,263582.0,288287.0,13705.0,729.9591544040561,2,10,0,15,0,24,0,0,0,0.0
1864797.6804271806,16.3,656414.0,429132.0,485279.0,28948.0,720.8098170606705,1,10,0,16,0,31,0,0,0,1.0
2089042.871094598,20.5,1103542.0,511874.0,121999.0,33683.0,700.7434569216152,2,10,0,12,0,33,0,1,1,0.0
1608901.0,22.4,718608.0,392194.0,454290.0,23691.0,699.0,1,3,0,11,0,33,0,0,0,0.0
1581218.0,12.9,736494.0,401896.0,540018.0,25563.0,738.0,2,3,0,17,0,4,0,0,0,0.0
2313288.0,31.9,884268.0,321420.0,659832.0,52820.0,715.0,1,10,0,19,0,41,0,0,0,0.0
1892780.0,21.7,1932590.0,168762.0,1417039.0,30284.0,723.0,1,6,0,11,0,34,0,0,0,1.0
1425855.0,15.0,888536.0,374220.0,307724.0,13427.0,743.0,1,10,0,8,0,14,0,0,0,0.0
541101.0,13.5,273196.0,196071.5886387472,149340.0,2083.0,727.0,2,10,0,4,0,37,0,0,0,0.0
1049294.0,6.1,249810.0,337502.0,119529.0,15215.0,701.0,2,3,0,5,0,34,0,6,0,1.0
779893.0,11.7,141856.0,85998.0,67393.0,3951.0,726.0,2,8,0,6,0,36,0,0,0,0.0
899023.0,18.5,393360.0,205634.0,242554.0,11193.0,727.0,2,6,0,8,0,36,0,0,1,0.0
1032175.0,8.3,378752.0,187176.0,17670.0,9118.0,734.0,2,2,0,8,0,36,0,0,1,0.0
1431840.0,13.1,207988.0,265276.0,68438.0,27563.0,747.0,0,6,0,7,0,78,0,0,0,0.0
1449626.7813117513,12.7,616308.0,303754.0,291156.0,21456.0,728.411005094582,2,0,0,12,0,34,0,0,0,0.0
1580536.5654177777,14.4,744326.0,174636.0,627399.0,29999.0,729.3192688770082,1,9,0,12,0,33,0,0,0,0.0
1079865.0,14.2,487014.0,263230.0,134159.0,8225.0,712.0,2,1,0,12,1,42,1,0,0,0.0
1048667.0,14.6,680020.0,229592.0,320074.0,15817.0,738.0,2,10,0,11,0,35,0,0,0,0.0
1037438.0,24.8,1386066.0,111650.0,660782.0,23256.0,738.0,1,5,0,24,0,33,0,2,0,0.0
933413.2671533733,10.1,100628.0,167706.0,67792.0,11659.0,724.982580406823,2,0,0,3,0,35,0,3,0,0.0
769044.0,18.0,114796.0,69564.0,27759.0,11343.0,718.0,1,10,0,5,1,41,1,2,0,0.0
895071.0,14.5,161392.0,339636.0,22306.0,2081.0,708.0,2,10,0,4,1,43,1,3,0,0.0
1035918.0,6.8,350592.0,431816.0,95988.0,17092.0,683.0,2,6,0,9,0,69,0,0,0,1.0
2330122.0,26.0,157586.0,408550.1695058211,107654.0,35709.0,709.0,2,10,0,17,0,31,0,0,0,0.0
1321222.0,22.5,332420.0,305452.21154794825,196080.0,22020.0,650.0,1,8,0,14,1,41,1,0,1,0.0
4345528.0,22.0,2448864.0,306284.0,2059942.0,84738.0,740.0,1,7,1,23,1,21,0,0,0,0.0
1022105.0,18.2,481844.0,264383.5154337258,60344.0,20272.0,749.0,1,4,0,7,0,33,0,0,0,0.0
983012.4875457512,10.1,289762.0,214588.0,135375.0,10842.0,701.3626212077245,1,3,0,19,0,71,0,0,1,0.0
1135098.0,11.0,288332.0,350482.0,21413.0,6432.0,724.0,1,0,0,10,0,33,0,1,1,1.0
1351945.0,13.9,105050.0,268356.0,69217.0,23772.0,736.0,2,7,0,9,0,10,0,0,0,1.0
1322339.4469675364,10.4,270974.0,155452.0,154223.0,24525.0,729.4823638764245,1,3,0,16,0,14,0,0,0,0.0
763876.0,26.6,827948.0,265342.0,256709.0,4679.0,743.0,2,10,0,9,0,35,0,0,1,1.0
1365359.0,14.5,580470.0,137522.0,409070.0,26966.0,730.0,1,10,0,11,0,32,0,0,0,1.0
3663789.0,34.1,3098150.0,595529.4029257201,973959.0,35417.0,742.0,1,10,0,17,0,28,0,0,0,0.0
1511881.943412507,13.6,558558.0,349316.0,194408.0,21955.0,701.2124430319026,2,2,0,10,0,35,0,0,1,0.0
1953314.0,20.4,364298.0,321138.6744753685,55689.0,10613.0,748.0,1,10,0,11,0,10,0,2,0,0.0
2007464.0,16.8,419650.0,356159.6027211445,92416.0,23922.0,734.0,2,8,0,10,0,33,0,0,1,0.0
1494999.0009958828,14.4,539044.0,445082.0,293759.0,16900.0,691.341039201054,2,9,0,29,0,45,0,0,1,1.0
774820.0,12.7,311652.0,134574.0,187872.0,4378.0,730.0,2,0,0,11,0,35,0,0,0,1.0
605264.0,12.0,594308.0,57486.0,90345.0,13064.0,689.0,2,0,0,10,1,65,0,1,0,0.0
1335453.0,29.0,271942.0,353452.0,102866.0,11463.0,731.0,1,10,0,6,0,52,0,0,1,0.0
670871.0,17.1,335016.0,194194.0,11001.0,8162.0,745.0,2,0,0,8,0,50,0,1,0,0.0
582027.0,6.4,179982.0,44924.0,52839.0,1668.0,647.0,2,0,0,5,0,37,0,1,0,0.0
1671905.0,11.7,793298.0,360162.0,173337.0,16023.0,728.0,1,10,0,18,0,27,0,2,0,1.0
1335909.0,15.8,548966.0,326810.0,199595.0,31839.0,719.0,2,2,0,19,1,37,1,0,0,0.0
1405335.0,13.5,905036.0,264404.61846541753,5472.0,7530.0,750.0,1,7,0,6,0,32,0,1,0,0.0
2909622.0,17.9,1441638.0,539871.94203877,478097.0,60375.0,748.0,1,0,0,15,0,26,0,0,0,0.0
1013479.0,24.2,848584.0,420508.0,260167.0,24661.0,611.0,0,4,0,13,0,34,0,0,1,0.0
935940.4994857459,24.6,804386.0,392942.0,86146.0,1243.0,706.9071240038138,2,1,0,4,0,25,0,0,1,0.0
909859.9056382944,38.1,671374.0,79178.0,114228.0,14001.0,738.5978425075178,1,10,0,17,0,25,0,1,0,0.0
687040.0,10.1,1118810.0,193512.0,379734.0,15859.0,727.0,2,0,0,13,0,5,0,0,0,0.0
854487.0,16.0,703252.0,435336.0,447013.0,18585.0,728.0,1,10,0,13,0,34,0,0,1,1.0
2120096.0,23.3,477950.0,357060.0,345496.0,28975.0,736.0,1,6,0,14,0,76,0,0,0,1.0
1822487.3393824594,34.0,2307338.0,370304.0,404529.0,28839.0,711.3401047974374,0,8,0,21,0,36,0,1,1,0.0
569202.0,21.0,246224.0,109846.0,122493.0,4212.0,733.0,1,10,0,11,1,36,1,0,0,0.0
1077375.812304459,16.6,255288.0,180268.0,166022.0,15346.0,731.4908665893996,1,5,0,9,0,33,0,0,0,0.0
772236.0,15.9,482570.0,317988.0,299649.0,20529.0,731.0,1,10,0,14,1,41,1,0,0,0.0
2824065.0,15.9,1079430.0,178750.0,212553.0,22569.0,732.0,1,6,0,18,1,36,1,0,0,0.0
778620.0,9.3,482680.0,293018.0,233016.0,11939.0,746.0,2,1,0,12,0,35,0,0,0,1.0
1388045.0,10.0,265540.0,299062.30377257435,144932.0,18507.0,746.0,1,1,0,8,0,41,0,0,0,0.0
663085.1376166176,8.3,44836.0,39226.0,33117.0,8502.0,720.6406123888845,1,3,0,4,0,34,0,2,0,1.0
1025487.0,15.3,1181730.0,264968.0,394972.0,18373.0,737.0,0,10,0,15,0,32,0,0,1,1.0
667736.0,31.3,330132.0,107360.0,80123.0,10016.0,680.0,1,10,0,7,1,42,1,1,0,0.0
1778400.0,33.5,231704.0,160886.0,167485.0,28603.0,746.0,1,2,0,10,0,3,0,2,0,0.0
1449795.0,16.4,884466.0,51480.0,414010.0,29842.0,743.0,1,8,0,10,0,32,0,1,0,0.0
2132256.0,20.0,2242240.0,551100.0,1518195.0,33939.0,710.0,1,10,0,17,0,34,0,0,0,0.0
991773.9934830202,15.0,106744.0,104500.0,72827.0,16296.0,730.2331004481945,1,4,0,14,0,20,0,1,0,0.0
1102988.0,15.0,453772.0,309936.0,277457.0,18291.0,673.0,1,5,0,17,0,34,0,0,1,1.0
1433987.0,30.2,1338986.0,269258.0,238222.0,5139.0,741.0,1,10,0,18,0,5,0,2,0,0.0
1542268.0,29.0,781792.0,461692.0,569183.0,25961.0,716.0,1,10,0,19,0,32,0,0,1,1.0
1008748.0,17.6,328064.0,260767.06444146074,186713.0,13198.0,729.0,1,2,0,10,0,2,0,0,0,0.0
1390572.0,9.2,118360.0,223630.0,38342.0,7671.0,741.0,2,2,0,7,0,34,0,1,0,0.0
1512932.0,19.0,345554.0,217426.0,163837.0,28746.0,742.0,2,5,1,9,1,16,0,0,0,0.0
718504.0,22.8,168960.0,162492.0,113829.0,16286.0,737.0,2,5,0,15,1,42,1,0,0,1.0
1316700.0,11.8,332948.0,261360.0,158156.0,13825.0,706.0,1,10,0,13,0,34,0,0,1,0.0
1614371.2445647167,27.3,564080.0,646272.0,245043.0,12264.0,697.3234134747161,1,10,0,9,0,33,0,0,1,1.0
1547660.1272268067,17.4,330968.0,486508.0,119472.0,17676.0,723.2685844606997,0,6,0,11,0,61,0,0,0,1.0
750196.0,8.8,203412.0,104236.0,53580.0,2607.0,732.0,2,3,0,11,0,6,0,0,0,0.0
689605.0,19.3,230538.0,236747.24636545964,106533.0,17930.0,735.0,1,10,0,8,1,20,1,0,0,0.0
558885.0,12.7,460064.0,125642.0,105298.0,8756.0,744.0,2,1,0,11,0,36,0,0,0,0.0
2249809.0,19.4,594132.0,361680.0,411521.0,25498.0,689.0,0,9,2,11,2,36,0,0,1,1.0
1822708.0,17.1,672232.0,376622.09780715837,456912.0,24910.0,734.0,2,3,0,12,0,34,0,0,1,0.0
1130310.0,22.6,547514.0,463518.0,326268.0,15937.0,698.0,1,3,0,12,1,42,1,0,1,0.0
1677339.0,23.4,51810.0,129470.0,38798.0,19010.0,733.0,1,7,0,5,1,14,1,0,0,0.0
1003354.2484218639,10.2,181588.0,426360.0,42655.0,2775.0,693.493172707656,1,7,0,8,0,34,0,0,1,1.0
2716031.0,15.0,867350.0,436788.0,448685.0,29424.0,728.0,1,10,0,12,0,0,0,0,0,0.0
902728.0,10.0,177914.0,244449.0841319484,86203.0,13992.0,708.0,2,4,0,8,0,34,0,6,0,0.0
1830384.0,17.0,329120.0,353232.0,200963.0,18456.0,703.0,2,10,0,7,0,34,0,0,0,0.0
1420022.0,6.5,335544.0,291546.1669912914,212135.0,10508.0,739.0,2,0,0,5,0,35,0,0,0,0.0
2125739.0,22.6,953744.0,447524.0,733894.0,28875.0,727.0,1,8,0,11,0,32,0,0,0,0.0
1353902.0,12.0,326634.0,130636.0,157130.0,13201.0,721.0,2,4,1,14,1,29,0,1,0,0.0
980286.0,22.7,343024.0,218284.0,142500.0,9639.0,745.0,2,10,0,6,1,37,1,0,0,0.0
1086285.4156966726,20.0,439714.0,358050.0,214187.0,7578.0,729.6622508272507,2,10,0,4,0,44,0,0,0,0.0
2142401.807901576,17.5,981838.0,514294.0,418038.0,34342.0,730.2615994643563,1,0,0,14,0,13,0,0,0,0.0
2181105.0,12.8,870628.0,633050.0,717326.0,53801.0,727.0,2,1,0,12,0,33,0,0,0,1.0
993928.0,15.0,860706.0,365706.0,617709.0,11513.0,743.0,1,5,0,10,0,35,0,0,0,0.0
754300.0,11.3,746746.0,393030.0,281827.0,17098.0,714.0,2,1,0,15,0,22,0,0,0,0.0
759392.0,13.2,110000.0,109912.0,23275.0,12150.0,716.0,2,4,0,9,0,2,0,0,0,0.0
2920680.0,17.3,590898.0,563640.0,374053.0,31154.0,723.0,2,10,0,11,1,39,1,0,1,0.0
1306155.0,12.0,138204.0,219186.0,68875.0,17307.0,726.0,2,9,0,10,0,41,0,0,0,0.0
1874160.0,11.5,196856.0,130196.0,21413.0,37952.0,737.0,1,2,0,16,1,75,0,2,0,0.0
1430643.0,23.0,1514040.0,73612.0,1179425.0,14068.0,737.0,1,1,0,8,0,35,0,0,0,0.0
699257.0,34.8,472582.0,323862.0,298338.0,10022.0,739.0,1,3,0,11,0,34,0,0,0,0.0
1059230.219145394,15.0,2308020.0,208912.0,209304.0,11395.0,732.8776221307637,2,10,0,4,0,35,0,0,0,0.0
862619.0,15.1,579018.0,66594.0,316046.0,13938.0,747.0,2,4,0,10,0,35,0,0,0,0.0
1265020.0,11.4,1124750.0,448448.0,518719.0,26987.0,585.0,0,10,0,18,0,33,0,1,1,1.0
977227.0,10.1,810832.0,509190.0,532190.0,27199.0,685.0,2,7,0,11,0,36,0,0,0,0.0
3208682.0,14.4,777656.0,764918.0,591014.0,56687.0,672.0,1,5,0,12,0,31,0,0,1,0.0
1816191.0,22.0,867724.0,309914.0,394934.0,25124.0,731.0,1,10,0,19,0,31,0,0,0,0.0
711177.2518445994,15.8,307010.0,70224.0,60192.0,8391.0,730.0108391734726,2,2,0,14,0,35,0,1,0,0.0
1131101.254614721,14.0,349756.0,224202.0,165224.0,15126.0,729.6709526647837,2,0,0,8,0,35,0,0,0,0.0
1300541.4145357115,23.2,138996.0,220440.0,67697.0,21434.0,732.9392196350915,1,10,0,6,0,20,0,0,0,0.0
962730.0,13.4,378796.0,423610.0,187435.0,12114.0,702.0,2,6,0,9,0,36,0,0,0,0.0
2216692.0,20.9,753742.0,781176.0,517503.0,11361.0,687.0,1,10,0,8,0,12,0,0,1,0.0
1277066.0,17.5,538604.0,176572.0,315837.0,15006.0,742.0,1,10,0,14,1,40,1,0,0,0.0
780803.0458007811,11.9,428516.0,146168.0,126578.0,7031.0,730.208644820522,2,0,0,5,0,36,0,0,0,0.0
785232.0,31.6,318494.0,116908.0,106172.0,14723.0,723.0,1,3,0,8,1,41,1,10,0,1.0
1631511.0,16.2,547800.0,787798.0,32167.0,24880.0,725.0,1,10,0,14,0,31,0,2,0,1.0
2175001.8026414705,25.2,582648.0,667876.0,354255.0,29374.0,731.902077644379,0,7,0,7,0,30,0,0,0,0.0
444904.0,23.4,363220.0,190388.0,123595.0,8046.0,738.0,0,7,0,9,1,40,1,0,0,1.0
7236606.0,23.1,1690216.0,529210.0,680238.0,74778.0,747.0,1,10,0,19,0,9,0,0,0,0.0
1008159.0,22.4,763532.0,336732.0,435214.0,27136.0,722.0,2,4,0,20,0,35,0,0,0,0.0
2633400.0,28.9,507672.0,417988.34023957024,153026.0,26202.0,742.0,1,10,0,8,0,30,0,0,0,0.0
1927721.0,13.5,195734.0,540034.0,93651.0,34056.0,671.0,1,7,0,19,0,10,0,0,1,0.0
1078972.0,9.5,308110.0,516956.0,256785.0,12588.0,708.0,2,3,0,5,0,36,0,0,0,0.0
749370.0382489217,23.9,263252.0,64790.0,140961.0,9625.0,733.280853832535,1,10,0,9,0,29,0,1,0,0.0
1175454.0,7.4,28996.0,223124.0,8588.0,11069.0,703.0,2,2,0,4,1,42,1,0,0,1.0
1260441.0,39.4,733062.0,336798.0,124089.0,13130.0,691.0,1,10,0,18,0,38,0,0,0,0.0
1395900.9142179862,16.0,682924.0,42526.0,230014.0,31178.0,724.3902826572792,2,10,0,14,1,41,1,0,0,0.0
2102814.9663395975,15.2,428164.0,541046.0,255512.0,33020.0,692.7332094786702,1,9,0,14,0,31,0,0,1,1.0
539529.1036737822,20.7,103092.0,21472.0,52269.0,5068.0,733.7215340636928,2,1,0,6,0,33,0,0,0,0.0
1021592.0,15.7,1207822.0,497486.0,476710.0,16686.0,718.0,2,10,0,10,0,39,0,0,1,0.0
1247597.0,17.0,937772.0,485606.0,506996.0,22665.0,693.0,1,6,0,12,0,69,0,0,1,0.0
1413379.8036312163,14.2,348238.0,195756.0,203908.0,25520.0,730.6546399943172,1,3,0,13,0,15,0,0,0,0.0
2268828.0,6.0,799502.0,214544.0,102201.0,16165.0,742.0,2,3,0,9,0,32,0,1,0,0.0
3266822.0,29.0,1930236.0,89012.0,1310278.0,41108.0,747.0,1,5,0,12,0,30,0,2,0,0.0
1254893.0,10.4,268510.0,529804.0,112005.0,19346.0,707.0,1,8,0,10,0,33,0,0,0,0.0
1249573.0,19.2,182534.0,84590.0,84968.0,11663.0,678.0,2,10,0,14,0,25,0,1,0,1.0
1513648.0082362602,14.6,1532784.0,257004.0,281960.0,24765.0,702.9987851629062,2,7,0,14,0,34,0,0,1,0.0
